"Country or Area","Year","Value","Value Footnotes","Unit"
"Jordan","2009","286.200012207031","","tonnes"
"Jordan","2008","31.6889991760254","","tonnes"
"Jordan","2004","383.700012207031","","tonnes"
"Jordan","2003","496.299987792969","","tonnes"
"Kazakhstan","2015","421800.03125","","tonnes"
"Kazakhstan","2014","416856.03125","","tonnes"
"Kazakhstan","2013","511195.25","","tonnes"
"Kazakhstan","2012","908047.25","","tonnes"
"Kazakhstan","2011","577116.8125","","tonnes"
"Kazakhstan","2010","648117.5","","tonnes"
"Kazakhstan","2009","305558.6875","","tonnes"
"Kazakhstan","2008","1449912.25","","tonnes"
"Kazakhstan","2007","1227241.875","","tonnes"
"Kazakhstan","2006","195643.328125","","tonnes"
"Kazakhstan","2005","56099.8359375","","tonnes"
"Kazakhstan","2004","91314.0078125","","tonnes"
"Kuwait","2013","2945","","tonnes"
"Kuwait","2012","2351","14","tonnes"
"Kuwait","2011","2592","14","tonnes"
"Kuwait","2010","1245","14","tonnes"
"Kuwait","2009","1994","14","tonnes"
"Latvia","2014","12130","","tonnes"
"Latvia","2012","2693","","tonnes"
"Latvia","2010","3689","","tonnes"
"Latvia","2008","6981","","tonnes"
"Latvia","2006","7369","","tonnes"
"Latvia","2004","17708","","tonnes"
"Lithuania","2014","1932","","tonnes"
"Lithuania","2012","1019","","tonnes"
"Lithuania","2010","1480","","tonnes"
"Lithuania","2008","950","","tonnes"
"Lithuania","2006","8929","","tonnes"
"Lithuania","2004","3182","","tonnes"
"Luxembourg","2014","35199","","tonnes"
"Luxembourg","2012","352","","tonnes"
"Luxembourg","2010","331","","tonnes"
"Madagascar","2007","12145","","tonnes"
"Malaysia","2015","48241","15","tonnes"
"Malaysia","2014","74575.0625","15","tonnes"
"Malaysia","2013","77824.4375","15","tonnes"
"Malaysia","2012","63235.328125","15","tonnes"
"Malaysia","2011","63621.73828125","15","tonnes"
"Malaysia","2010","60803.32421875","15","tonnes"
"Malaysia","2009","537310.625","15","tonnes"
"Malaysia","2008","498887.78125","15","tonnes"
"Malaysia","2007","592186","15","tonnes"
"Malaysia","2006","506995.28125","15","tonnes"
"Malaysia","2005","137995.265625","15","tonnes"
"Malaysia","2004","65901.84375","15","tonnes"
"Malaysia","2003","73292.3515625","15","tonnes"
"Malaysia","2002","33237","15","tonnes"
"Malaysia","2001","164482","15","tonnes"
"Malaysia","2000","134778.046875","15","tonnes"
"Malta","2014","438","","tonnes"
"Malta","2012","502","","tonnes"
"Malta","2010","364","","tonnes"
"Malta","2008","327","","tonnes"
"Malta","2006","0","","tonnes"
"Malta","2004","0","","tonnes"
"Martinique","2013","734","","tonnes"
"Martinique","2010","2381","","tonnes"
"Mauritius","2015","1820","16","tonnes"
"Mauritius","2014","1820","16","tonnes"
"Mauritius","2013","1820","16","tonnes"
"Mauritius","2012","1800","16","tonnes"
"Mauritius","2011","1800","16","tonnes"
"Mauritius","2010","1800","16","tonnes"
"Mauritius","2009","1800","16","tonnes"
"Mauritius","2008","1800","16","tonnes"
"Mauritius","2007","1943","16","tonnes"
"Monaco","2015","284.540008544922","","tonnes"
"Monaco","2014","268.5","","tonnes"
"Monaco","2013","261.739990234375","","tonnes"
"Monaco","2012","0","","tonnes"
"Monaco","2011","0","","tonnes"
"Monaco","2010","0","","tonnes"
"Monaco","2009","0","","tonnes"
"Monaco","2008","0","","tonnes"
"Monaco","2007","0","","tonnes"
"Monaco","2006","0","","tonnes"
"Monaco","2005","0","","tonnes"
"Monaco","2004","0","","tonnes"
"Monaco","2003","0","","tonnes"
"Monaco","2002","0","","tonnes"
"Monaco","2001","0","","tonnes"
"Monaco","2000","0","","tonnes"
"Monaco","1999","0","","tonnes"
"Monaco","1998","0","","tonnes"
"Monaco","1997","0","","tonnes"
"Monaco","1996","0","","tonnes"
"Monaco","1995","0","","tonnes"
"Monaco","1990","0","","tonnes"
"Netherlands","2014","613662","","tonnes"
"Netherlands","2012","745713","","tonnes"
"Netherlands","2010","699827","","tonnes"
"Netherlands","2008","555962","","tonnes"
"Netherlands","2006","538049","","tonnes"
"Netherlands","2004","447773","","tonnes"
"Niger","2005","0","","tonnes"
"Niger","2004","0","","tonnes"
"Norway","2014","339699","","tonnes"
"Norway","2012","341135","","tonnes"
"Norway","2010","357759","","tonnes"
"Norway","2008","158039","","tonnes"
"Norway","2006","95399","","tonnes"
"Norway","2004","69531","","tonnes"
"Philippines","2000","68501","17","tonnes"
"Philippines","1995","68501","17","tonnes"
"Poland","2014","137935","","tonnes"
"Poland","2012","144707","","tonnes"
"Poland","2010","151303","","tonnes"
"Poland","2008","144711","","tonnes"
"Poland","2006","159820","","tonnes"
"Poland","2004","85829","","tonnes"
"Portugal","2014","33412","","tonnes"
"Portugal","2012","57345","","tonnes"
"Portugal","2010","78297","","tonnes"
"Portugal","2008","15514","","tonnes"
"Portugal","2006","129635","","tonnes"
"Portugal","2004","64252","","tonnes"
"Réunion","2013","162","","tonnes"
"Réunion","1997","1536","","tonnes"
"Romania","2014","156749","","tonnes"
"Romania","2012","302351","","tonnes"
"Romania","2010","129267","","tonnes"
"Romania","2008","66565","","tonnes"
"Romania","2006","95103","","tonnes"
"Romania","2004","56700","","tonnes"
"Saint Lucia","2015","0","","tonnes"
"Saint Lucia","2014","0","","tonnes"
"Saint Lucia","2013","0","","tonnes"
"Saint Lucia","2012","0","","tonnes"
"Saint Lucia","2011","0","","tonnes"
"Saint Lucia","2010","0","","tonnes"
"Saint Lucia","2009","0","","tonnes"
"Saint Lucia","2008","0","","tonnes"
"Saint Lucia","2007","0","","tonnes"
"Saint Lucia","2006","0","","tonnes"
"Saint Lucia","2005","0","","tonnes"
"Saint Lucia","2004","0","","tonnes"
"Saint Vincent and the Grenadines","2002","0","","tonnes"
"Serbia","2015","11410","","tonnes"
"Serbia","2014","2286","","tonnes"
"Serbia","2013","308","","tonnes"
"Serbia","2012","144","","tonnes"
"Serbia","2011","370","","tonnes"
"Serbia","2010","289","","tonnes"
"Serbia","2009","435","","tonnes"
"Serbia","2008","2479","","tonnes"
"Slovakia","2014","21897","","tonnes"
"Slovakia","2012","24381","","tonnes"
"Slovakia","2010","47232","","tonnes"
"Slovakia","2008","60047","","tonnes"
"Slovakia","2006","56848","","tonnes"
"Slovakia","2004","69580","","tonnes"
"Slovenia","2014","11408","","tonnes"
"Slovenia","2012","13158","","tonnes"
"Slovenia","2010","21300","","tonnes"
"Slovenia","2008","20903","","tonnes"
"Slovenia","2006","28066","","tonnes"
"Slovenia","2004","43203","","tonnes"
"South Africa","2015","2420084.25","","tonnes"
"South Africa","2014","783453.125","18","tonnes"
"South Africa","2013","823120","19","tonnes"
"South Africa","2012","60920.5","20","tonnes"
"South Africa","2011","46490","","tonnes"
"South Africa","2009","10722.099609375","21","tonnes"
"South Africa","2008","12998.400390625","22","tonnes"
"South Africa","2007","10852.099609375","21","tonnes"
"South Africa","2006","8915.7998046875","23","tonnes"
"South Africa","2005","7025.2490234375","24","tonnes"
"Spain","2014","137741","","tonnes"
"Spain","2012","163968","","tonnes"
"Spain","2010","223544","","tonnes"
"Spain","2008","351951","","tonnes"
"Spain","2006","406719","","tonnes"
"Spain","2004","482142","","tonnes"
"State of Palestine","2014","0","","tonnes"
"State of Palestine","2012","0","","tonnes"
"State of Palestine","2010","0","","tonnes"
"State of Palestine","2009","0","","tonnes"
"State of Palestine","2008","0","","tonnes"
"State of Palestine","2007","0","","tonnes"
"State of Palestine","2006","0","","tonnes"
"State of Palestine","2005","0","","tonnes"
"State of Palestine","2004","0","","tonnes"
"State of Palestine","2003","0","","tonnes"
"Sweden","2014","255752","","tonnes"
"Sweden","2012","179808","","tonnes"
"Sweden","2010","168656","","tonnes"
"Sweden","2008","186959","","tonnes"
"Sweden","2006","312236","","tonnes"
"Sweden","2004","381922","","tonnes"
"Thailand","2015","260000","","tonnes"
"Thailand","1996","7133","","tonnes"
"The former Yugoslav Republic of Macedonia","2012","4944","","tonnes"
"The former Yugoslav Republic of Macedonia","2010","10","","tonnes"
"The former Yugoslav Republic of Macedonia","2008","0","","tonnes"
"Turkey","2014","218643","","tonnes"
"Turkey","2012","264979","","tonnes"
"Turkey","2010","60165","","tonnes"
"Turkey","2008","179196","","tonnes"
"Turkey","2006","28251","","tonnes"
"Turkey","2004","191901","","tonnes"
"Uganda","2006","0","","tonnes"
"Ukraine","2015","5808","","tonnes"
"Ukraine","2014","8272.5","","tonnes"
"Ukraine","2013","15096.599609375","","tonnes"
"Ukraine","2012","14006.7998046875","","tonnes"
"Ukraine","2011","15611.5","","tonnes"
"Ukraine","2010","16473","","tonnes"
"Ukraine","2009","47298.3984375","","tonnes"
"Ukraine","2008","56288.3984375","","tonnes"
"Ukraine","2007","75388","","tonnes"
"Ukraine","2006","120042.796875","","tonnes"
"Ukraine","2005","123485.796875","","tonnes"
"Ukraine","2004","150659.703125","","tonnes"
"Ukraine","2003","382185.1875","","tonnes"
"Ukraine","2002","390357.5","","tonnes"
"Ukraine","2001","121935.3984375","","tonnes"
"Ukraine","2000","95300.5","","tonnes"
"Ukraine","1999","67668.5","","tonnes"
"Ukraine","1998","162435.703125","","tonnes"
"Ukraine","1997","235260.203125","","tonnes"
"Ukraine","1996","212777.796875","","tonnes"
"Ukraine","1995","338771.40625","","tonnes"
"United Arab Emirates","2015","6177.67529296875","","tonnes"
"United Arab Emirates","2014","24149.06640625","","tonnes"
"United Arab Emirates","2013","16888.62890625","","tonnes"
"United Arab Emirates","2012","15654.900390625","","tonnes"
"United Arab Emirates","2011","10334.03125","","tonnes"
"United Arab Emirates","2010","2612","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2014","344007","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2012","344629","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2010","293395","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2008","443612","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2006","454586","","tonnes"
"United Kingdom of Great Britain and Northern Ireland","2004","288517","","tonnes"
"United Republic of Tanzania","2015","51.3499984741211","25","tonnes"
"United Republic of Tanzania","2014","50.6839981079102","25","tonnes"
"United Republic of Tanzania","2013","50.2249984741211","25","tonnes"
"United Republic of Tanzania","2012","48.2599983215332","25","tonnes"
"United Republic of Tanzania","2011","45.3650016784668","25","tonnes"
"United Republic of Tanzania","2010","43.2319984436035","25","tonnes"
"United Republic of Tanzania","2009","34.810001373291","25","tonnes"
"United Republic of Tanzania","2008","32.2150001525879","25","tonnes"
"United Republic of Tanzania","2007","5.76000022888184","25","tonnes"
"United Republic of Tanzania","2006","4.90000009536743","25","tonnes"
"United Republic of Tanzania","2005","4.78000020980835","25","tonnes"
"United Republic of Tanzania","2004","3.5","25","tonnes"
"United Republic of Tanzania","1990","13.8999996185303","25","tonnes"
"Zambia","2005","0","","tonnes"
"Zambia","2000","0","","tonnes"
"Zimbabwe","2015","139.910003662109","26","tonnes"
"Zimbabwe","2014","5.23999977111816","27","tonnes"
"Zimbabwe","2013","4.88000011444092","27","tonnes"
"Zimbabwe","2012","4.78000020980835","27","tonnes"
"Zimbabwe","2011","0.699999988079071","28","tonnes"
"Zimbabwe","2010","0.699999988079071","28","tonnes"
"Zimbabwe","2009","0.649999976158142","28","tonnes"
"Zimbabwe","2008","18.6499996185303","28","tonnes"
"Zimbabwe","2007","0.620000004768372","28","tonnes"
"Zimbabwe","2006","0.600000023841858","28","tonnes"
"Zimbabwe","2005","0.600000023841858","28","tonnes"
"Zimbabwe","2004","0.579999983310699","28","tonnes"
"Zimbabwe","2003","0","","tonnes"
"Zimbabwe","2002","0","","tonnes"
"Zimbabwe","2001","0","","tonnes"
"Zimbabwe","2000","0","","tonnes"

"fnSeqID","Footnote"
"1","Classification of waste by classes of hazard is done in accordance with the relevant legislation of RA and the Classifier, which was last amended in 2010. That's why the indicators for the years preceding 2010 and the years following 2010 are not compatible."
"2","5% of total hazardous waste."
"3","The figures partially consider utilization or disposal of waste accumulated during previous years. Besides, hazardous waste treated or disposed during the year includes hazardous waste exported during the year."
"4","Estimate."
"5","Waste from hospitals only."
"6","Data refer to biomedical waste."
"7","Estimated data."
"8","Data is based on amount of Clinical waste disposed off at the landfill site through incineration. It is for seven landfills located in the most populated centres in the country."
"9","Pathological solid waste collected from hospitals and clinics for incineration."
"10","Eurostat estimate (phased out)."
"11","Partial total."
"12","The quantities of hazardous waste incineration obtained from inventories of dioxins furans reports prepared for the corresponding years."
"13","Break in time series."
"14","Represents hazardous medical waste incinerated."
"15","Data collected from On-site Treatment and Off-site Clinical wastes Incinerators."
"16","Data refer to clinical wastes."
"17","Data refer to on-site treatment, including the amount of hazardous waste registered as treated by incineration, lagoon, biological one, chemical one and oil separation.  It is based on the study on Hazardous Waste Management in the Philippines by Japan International Cooperation Agency (JICA)."
"18","Source: 8 provinces except Gauteng province; 15 municipalities, 25 facilities."
"19","Source: 8 provinces except Limpopo province; 17 municipalities, 27 facilities."
"20","Source: 5 provinces (Eastern Cape, Limpopo, Mpumalanga, Kwa-Zulu Natal and North West) ; 7 municipalities, 9 facilities."
"21","Source: 4 provinces (Mpumalanga, KZN, Free State and Eastern Cape);  4 municipalities, 5 facilities."
"22","Source: 4 provinces (Mpumalanga, KZN, Free State and Eastern Cape); 5 municipalities, 7 facilities."
"23","Source: 4 provinces (Mpumalanga, KZN, Free State and Eastern Cape) ; 4 municipalities, 6 facilities."
"24","Source: 3 provinces (Mpumalanga, KZN and Free State); 3 municipalities, 4 facilities."
"25","Data refer to Dodoma and Mbeya only."
"26","Data refer to Beitbridge, Bulawayo, Epworth and Plumtree only."
"27","Date refer to Epworth and Plumtree only."
"28","Data refer to Plumtree only."
