"Country or Area","Year","Value","Value Footnotes","Unit"
"Belize","1999","49.7999992370605","","%"
"Belize","1998","49.4000015258789","","%"
"Belize","1997","50.4000015258789","","%"
"Bermuda","2015","100","","%"
"Bermuda","2014","100","","%"
"Bermuda","2013","100","","%"
"Bermuda","2012","100","","%"
"Bermuda","2011","100","","%"
"Bermuda","2010","100","","%"
"Bhutan","2012","32.3126754760742","","%"
"Bolivia (Plurinational State of)","2015","55.6309967041016","","%"
"Bolivia (Plurinational State of)","2014","51.0105781555176","","%"
"Bolivia (Plurinational State of)","2013","48.2207069396973","","%"
"Bolivia (Plurinational State of)","2012","48.2207069396973","","%"
"Bolivia (Plurinational State of)","2011","52.6550712585449","","%"
"Bolivia (Plurinational State of)","2009","47.3329849243164","","%"
"Bolivia (Plurinational State of)","2008","49.5042877197266","","%"
"Bolivia (Plurinational State of)","2007","49.1543273925781","","%"
"Bolivia (Plurinational State of)","2006","45.0184860229492","","%"
"Bolivia (Plurinational State of)","2005","44.7900009155273","","%"
"Bolivia (Plurinational State of)","2003","45.7307205200195","","%"
"Bosnia and Herzegovina","2015","76","","%"
"Bosnia and Herzegovina","2014","75","","%"
"Bosnia and Herzegovina","2013","75","","%"
"Bosnia and Herzegovina","2012","74","","%"
"Bosnia and Herzegovina","2011","73","","%"
"Bosnia and Herzegovina","2010","73","","%"
"Bosnia and Herzegovina","2009","72","","%"
"Bosnia and Herzegovina","2008","72","","%"
"Botswana","2015","44.9000015258789","","%"
"Brazil","2015","88.9199981689453","","%"
"Brazil","2014","88.9199981689453","","%"
"Brazil","2013","88.370002746582","","%"
"Brazil","2012","87.5500030517578","","%"
"Brazil","2011","87.6100006103516","","%"
"Brazil","2009","87.3399963378906","","%"
"Brazil","2008","86.370002746582","","%"
"Brazil","2007","85.5800018310547","","%"
"Brazil","2006","84.7099990844727","","%"
"Brazil","2005","83.6399993896484","","%"
"Brazil","2004","82.6600036621094","","%"
"Brazil","2003","83.9000015258789","2","%"
"Brazil","2002","83","2","%"
"Brazil","2001","81.5","2","%"
"Brazil","2000","76","2","%"
"Brazil","1999","78","2","%"
"Brazil","1998","76.1999969482422","2","%"
"Brazil","1997","74.0999984741211","2","%"
"Brazil","1996","70.9000015258789","2","%"
"Brazil","1995","69.5","2","%"
"Brazil","1990","61","2","%"
"British Virgin Islands","2001","97.1999969482422","","%"
"Cabo Verde","2015","85.5","","%"
"Cabo Verde","2013","84.5","","%"
"Cabo Verde","2012","84.0999984741211","","%"
"Cabo Verde","2010","80","3","%"
"Cabo Verde","2009","78","3","%"
"Cabo Verde","2008","76","3","%"
"Cabo Verde","2007","74","3","%"
"Cabo Verde","2006","72","3","%"
"Cabo Verde","2005","70","3","%"
"Cabo Verde","2004","68","3","%"
"Cabo Verde","2003","66","","%"
"Cameroon","2009","61.5999984741211","","%"
"Cameroon","2008","57","","%"
"China, Hong Kong Special Administrative Region","2015","100","","%"
"China, Hong Kong Special Administrative Region","2014","100","","%"
"China, Hong Kong Special Administrative Region","2013","100","","%"
"China, Hong Kong Special Administrative Region","2012","100","","%"
"China, Hong Kong Special Administrative Region","2011","100","","%"
"China, Hong Kong Special Administrative Region","2010","100","","%"
"China, Hong Kong Special Administrative Region","2009","100","","%"
"China, Hong Kong Special Administrative Region","2008","100","","%"
"China, Hong Kong Special Administrative Region","2007","100","","%"
"China, Hong Kong Special Administrative Region","2006","100","","%"
"China, Hong Kong Special Administrative Region","2005","100","","%"
"China, Hong Kong Special Administrative Region","2004","100","","%"
"China, Hong Kong Special Administrative Region","2003","100","","%"
"China, Hong Kong Special Administrative Region","2002","100","","%"
"China, Hong Kong Special Administrative Region","2001","100","","%"
"China, Hong Kong Special Administrative Region","2000","100","","%"
"China, Hong Kong Special Administrative Region","1999","100","","%"
"China, Hong Kong Special Administrative Region","1998","100","","%"
"China, Hong Kong Special Administrative Region","1997","100","","%"
"China, Hong Kong Special Administrative Region","1996","100","","%"
"China, Hong Kong Special Administrative Region","1995","100","","%"
"China, Hong Kong Special Administrative Region","1990","100","","%"
"China, Macao Special Administrative Region","2015","100","","%"
"China, Macao Special Administrative Region","2014","100","","%"
"China, Macao Special Administrative Region","2013","100","","%"
"China, Macao Special Administrative Region","2012","100","","%"
"China, Macao Special Administrative Region","2011","100","","%"
"China, Macao Special Administrative Region","2010","100","","%"
"China, Macao Special Administrative Region","2009","100","","%"
"China, Macao Special Administrative Region","2008","100","","%"
"China, Macao Special Administrative Region","2007","100","","%"
"China, Macao Special Administrative Region","2006","100","","%"
"China, Macao Special Administrative Region","2005","100","","%"
"China, Macao Special Administrative Region","2004","100","","%"
"China, Macao Special Administrative Region","2003","100","","%"
"China, Macao Special Administrative Region","2002","100","","%"
"China, Macao Special Administrative Region","2001","100","","%"
"China, Macao Special Administrative Region","2000","100","","%"
"China, Macao Special Administrative Region","1999","100","","%"
"China, Macao Special Administrative Region","1998","100","","%"
"China, Macao Special Administrative Region","1997","100","","%"
"China, Macao Special Administrative Region","1996","100","","%"
"China, Macao Special Administrative Region","1995","100","","%"
"China, Macao Special Administrative Region","1990","100","","%"
"Costa Rica","2002","73","","%"
"Cuba","2015","76.9000015258789","","%"
"Cuba","2014","76.9000015258789","","%"
"Cuba","2013","76.8000030517578","","%"
"Cuba","2012","75.5999984741211","","%"
"Cuba","2011","75.1999969482422","","%"
"Cuba","2010","75.3099975585938","","%"
"Cuba","2009","75.4000015258789","","%"
"Cuba","2008","75.3000030517578","","%"
"Cuba","2007","75.4000015258789","","%"
"Cuba","2006","75.5","","%"
"Cuba","2005","75.5999984741211","","%"
"Cuba","2004","75.5999984741211","","%"
"Cuba","2003","75.4000015258789","","%"
"Dominica","2005","94","","%"
"Dominica","2004","87","","%"
"Dominica","2003","75","","%"
"Dominica","2002","75","","%"
"Dominica","2001","75","","%"
"Dominican Republic","2015","77.9000015258789","","%"
"Dominican Republic","2012","77.1999969482422","","%"
"Dominican Republic","2010","74.9000015258789","","%"
"Dominican Republic","2009","66.0100021362305","","%"
"Dominican Republic","2007","73.3000030517578","","%"
"Dominican Republic","2006","66.5","","%"
"Dominican Republic","2005","67.3000030517578","","%"
"Dominican Republic","2002","59.5","","%"
"Ecuador","2012","76.120002746582","","%"
"Ecuador","2011","74.9400024414063","","%"
"Ecuador","2010","75.8499984741211","","%"
"Ecuador","2009","71.8499984741211","","%"
"Ecuador","2008","72.4300003051758","","%"
"Ecuador","2007","72.0199966430664","","%"
"Ecuador","2006","70.5100021362305","","%"
"Ecuador","2005","67.7099990844727","","%"
"Ecuador","1999","49","","%"
"French Guiana","2011","100","","%"
"French Guiana","2007","100","","%"
"French Guiana","2005","100","","%"
"Georgia","2007","60","","%"
"Georgia","2005","56","","%"
"Georgia","2004","56","","%"
"Georgia","1990","55","","%"
"Guadeloupe","2013","100","","%"
"Guadeloupe","2007","100","","%"
"Guadeloupe","2005","100","","%"
"Guadeloupe","1999","100","","%"
"Guatemala","2006","22.1700000762939","","%"
"Guatemala","2002","31.6000003814697","","%"
"Guatemala","1995","19.7000007629395","","%"
"Honduras","2013","41.7799987792969","","%"
"Honduras","2010","64.5999984741211","","%"
"Honduras","1990","31","","%"
"Iraq","2015","67","","%"
"Iraq","2014","62.5999984741211","","%"
"Iraq","2013","62.4000015258789","","%"
"Iraq","2012","61.2000007629395","","%"
"Iraq","2011","62.7999992370605","","%"
"Iraq","2010","65.6999969482422","","%"
"Iraq","2005","55.5999984741211","","%"
"Jamaica","2001","76","","%"
"Jamaica","1995","64","","%"
"Kenya","1999","40","4","%"
"Kenya","1998","40","4","%"
"Kenya","1997","40","4","%"
"Kenya","1996","40","4","%"
"Kenya","1995","40","4","%"
"Kuwait","2012","100","","%"
"Kuwait","2011","100","","%"
"Kuwait","2010","100","","%"
"Kuwait","2009","100","","%"
"Kuwait","2008","100","","%"
"Kuwait","2007","100","","%"
"Kuwait","2006","100","","%"
"Kuwait","2005","100","","%"
"Kuwait","2004","100","","%"
"Kuwait","2003","100","","%"
"Kuwait","2002","100","","%"
"Kuwait","2001","100","","%"
"Kuwait","2000","100","","%"
"Kuwait","1999","100","","%"
"Kuwait","1998","100","","%"
"Kuwait","1997","100","","%"
"Kuwait","1996","100","","%"
"Kuwait","1995","100","","%"
"Kuwait","1990","100","","%"
"Lesotho","2006","20","","%"
"Liechtenstein","2015","100","","%"
"Liechtenstein","2014","100","","%"
"Liechtenstein","2013","100","","%"
"Liechtenstein","2012","100","","%"
"Liechtenstein","2011","100","","%"
"Liechtenstein","2010","100","","%"
"Liechtenstein","2009","100","","%"
"Liechtenstein","2008","100","","%"
"Liechtenstein","2007","100","","%"
"Liechtenstein","2006","100","","%"
"Liechtenstein","2005","100","","%"
"Liechtenstein","2004","100","","%"
"Liechtenstein","2003","100","","%"
"Liechtenstein","2002","100","","%"
"Liechtenstein","2001","100","","%"
"Liechtenstein","2000","100","","%"
"Liechtenstein","1999","100","","%"
"Liechtenstein","1998","100","","%"
"Liechtenstein","1997","100","","%"
"Liechtenstein","1996","100","","%"
"Liechtenstein","1995","100","","%"
"Liechtenstein","1990","100","","%"
"Madagascar","2007","17.7099990844727","","%"
"Madagascar","2006","17.7099990844727","","%"
"Madagascar","2004","4.40000009536743","","%"
"Maldives","2005","38.2000007629395","","%"
"Maldives","2004","38","","%"
"Maldives","2003","37.2000007629395","","%"
"Maldives","2002","37","","%"
"Maldives","2001","31.2000007629395","","%"
"Marshall Islands","2007","60","","%"
"Martinique","2013","100","","%"
"Martinique","2011","100","","%"
"Martinique","2010","100","","%"
"Martinique","2008","100","","%"
"Martinique","2007","100","","%"
"Martinique","2006","100","","%"
"Martinique","2005","100","","%"
"Martinique","2004","100","","%"
"Martinique","2001","100","","%"
"Martinique","1999","100","","%"
"Mauritius","2015","98","","%"
"Mauritius","2014","98","","%"
"Mauritius","2013","98","","%"
"Mauritius","2012","98","","%"
"Mauritius","2011","98","","%"
"Mauritius","2010","98","","%"
"Mauritius","2009","98","","%"
"Mauritius","2008","98","","%"
"Mauritius","2007","98","","%"
"Monaco","2015","100","","%"
"Monaco","2014","100","","%"
"Monaco","2013","100","","%"
"Monaco","2012","100","","%"
"Monaco","2011","100","","%"
"Monaco","2010","100","","%"
"Monaco","2009","100","","%"
"Monaco","2008","100","","%"
"Monaco","2007","100","","%"
"Monaco","2006","100","","%"
"Monaco","2005","100","","%"
"Monaco","2004","100","","%"
"Monaco","2003","100","","%"
"Monaco","2002","100","","%"
"Monaco","2001","100","","%"
"Monaco","2000","100","","%"
"Monaco","1999","100","","%"
"Monaco","1998","100","","%"
"Monaco","1997","100","","%"
"Monaco","1996","100","","%"
"Monaco","1995","100","","%"
"Monaco","1990","100","","%"
"Montenegro","2012","75.9199981689453","","%"
"Montenegro","2011","75.879997253418","","%"
"Panama","2015","65.8000030517578","","%"
"Panama","2014","66.6999969482422","","%"
"Panama","2011","66.9000015258789","","%"
"Panama","2010","62.9000015258789","","%"
"Panama","2009","64.1999969482422","","%"
"Panama","2008","64.5999984741211","","%"
"Panama","2007","62.4000015258789","","%"
"Panama","2000","56.7000007629395","","%"
"Paraguay","2015","52.0800018310547","","%"
"Paraguay","2014","47.2000007629395","","%"
"Paraguay","2013","46.4000015258789","","%"
"Paraguay","2012","40.9000015258789","","%"
"Paraguay","2011","40.5999984741211","","%"
"Paraguay","2010","39.5","","%"
"Paraguay","2009","37.6438102722168","","%"
"Paraguay","2008","36.3008651733398","","%"
"Paraguay","2007","35.781608581543","","%"
"Paraguay","2006","33.6964149475098","","%"
"Paraguay","2005","34.462818145752","","%"
"Paraguay","2004","32.7999992370605","","%"
"Paraguay","2003","31.445707321167","","%"
"Paraguay","2002","31.8999996185303","","%"
"Paraguay","2001","35","","%"
"Paraguay","1999","29.8999996185303","","%"
"Paraguay","1998","29.2000007629395","","%"
"Paraguay","1990","19.107572555542","5","%"
"Peru","2001","75","","%"
"Peru","2000","100","6","%"
"Peru","1999","100","6","%"
"Peru","1998","100","6","%"
"Peru","1997","100","6","%"
"Peru","1996","100","6","%"
"Philippines","2009","70","","%"
"Philippines","2008","70","","%"
"Philippines","2007","60","7","%"
"Qatar","2012","100","","%"
"Qatar","2011","100","","%"
"Qatar","2010","100","","%"
"Qatar","2009","100","","%"
"Qatar","2008","100","","%"
"Republic of Moldova","2015","28.2999992370605","","%"
"Republic of Moldova","2014","27.7999992370605","","%"
"Réunion","2013","100","","%"
"Réunion","2011","99","","%"
"Réunion","2007","100","","%"
"Réunion","2005","100","","%"
"Saint Lucia","2015","100","","%"
"Saint Lucia","2014","100","","%"
"Saint Lucia","2013","100","","%"
"Saint Lucia","2012","100","","%"
"Saint Lucia","2011","100","","%"
"Saint Lucia","2010","100","","%"
"Saint Lucia","2009","100","","%"
"Saint Lucia","2008","100","","%"
"Saint Lucia","2007","100","","%"
"Saint Lucia","2006","100","","%"
"Saint Lucia","2005","100","","%"
"Saint Lucia","2004","100","","%"
"Saint Vincent and the Grenadines","2002","100","","%"
"Samoa","2015","97","","%"
"Samoa","2014","97","","%"
"Samoa","2013","97","","%"
"Senegal","2007","21.3999996185303","","%"
"Senegal","2006","21.3999996185303","","%"
"Senegal","2005","21.3999996185303","","%"
"Senegal","2004","21.3999996185303","","%"
"Senegal","2003","21.3999996185303","","%"
"Senegal","2002","21.3999996185303","","%"
"Senegal","2001","21.3999996185303","","%"
"Senegal","2000","21.3999996185303","","%"
"Serbia","2015","82","","%"
"Serbia","2014","80","","%"
"Serbia","2013","80","","%"
"Serbia","2012","70","","%"
"Serbia","2011","77","","%"
"Serbia","2010","72","","%"
"Serbia","2009","60","","%"
"Serbia","2008","60","","%"
"Serbia","2007","60","","%"
"Serbia","2006","60","","%"
"Singapore","2015","100","","%"
"Singapore","2014","100","","%"
"Singapore","2013","100","","%"
"Singapore","2012","100","","%"
"Singapore","2011","100","","%"
"Singapore","2010","100","","%"
"Singapore","2009","100","","%"
"Singapore","2008","100","","%"
"Singapore","2007","100","","%"
"Singapore","2006","100","","%"
"Singapore","2005","100","","%"
"Singapore","2004","100","","%"
"Singapore","2003","100","","%"
"Singapore","2002","100","","%"
"Singapore","2001","100","","%"
"Singapore","2000","100","","%"
"Singapore","1999","100","","%"
"Singapore","1998","100","","%"
"Singapore","1997","100","","%"
"Singapore","1996","100","","%"
"State of Palestine","2015","94.5","","%"
"State of Palestine","2013","92","","%"
"State of Palestine","2012","91.5","","%"
"State of Palestine","2011","92","","%"
"State of Palestine","2009","88.4000015258789","","%"
"State of Palestine","2008","87.6999969482422","8","%"
"State of Palestine","2006","90.3000030517578","","%"
"State of Palestine","2005","90.3000030517578","","%"
"State of Palestine","2004","91.1999969482422","","%"
"State of Palestine","2003","80.1999969482422","","%"
"State of Palestine","1998","45.2999992370605","","%"
"Suriname","2012","79.4899978637695","9,10","%"
"Suriname","2004","59.8499984741211","11,9,10","%"
"Suriname","2000","64","12","%"
"Syrian Arab Republic","2004","74","","%"
"Syrian Arab Republic","2000","72","","%"
"Thailand","2015","76","","%"
"Thailand","2014","76","","%"
"The former Yugoslav Republic of Macedonia","2015","81","","%"
"The former Yugoslav Republic of Macedonia","2014","75","","%"
"The former Yugoslav Republic of Macedonia","2013","73","","%"
"The former Yugoslav Republic of Macedonia","2012","73","","%"
"The former Yugoslav Republic of Macedonia","2011","76","","%"
"The former Yugoslav Republic of Macedonia","2010","74","","%"
"The former Yugoslav Republic of Macedonia","2009","72","13","%"
"The former Yugoslav Republic of Macedonia","2008","71","13","%"
"Trinidad and Tobago","1995","90","14","%"
"Tunisia","2004","65","15","%"
"Tunisia","2003","65","15","%"
"Tunisia","2002","65","15","%"
"Tunisia","2001","65","15","%"
"Ukraine","2015","75","","%"
"Ukraine","2014","78","","%"
"Ukraine","2013","78","","%"
"Ukraine","2012","76","","%"
"Ukraine","2011","75","","%"
"Ukraine","2010","74","","%"
"Ukraine","2009","72","","%"
"Ukraine","2008","72","","%"
"Ukraine","2007","69","","%"
"United Arab Emirates","2015","100","","%"
"Yemen","2013","19.2000007629395","16","%"
"Yemen","2012","20","16","%"
"Yemen","2011","20","16","%"
"Yemen","2010","20","16","%"
"Yemen","2009","19.2000007629395","16","%"
"Yemen","2008","19.2000007629395","16","%"
"Yemen","2007","19.2000007629395","16","%"
"Yemen","2006","19.1000003814697","16","%"
"Yemen","2005","19.1000003814697","16","%"
"Yemen","2004","19.1000003814697","16","%"
"Yemen","2003","19","16","%"
"Yemen","1995","17","16","%"
"Zambia","2005","20","","%"
"Zambia","2000","18","","%"
"Zambia","1999","18","","%"
"Zambia","1995","14","","%"
"Zimbabwe","2011","97","17","%"
"Zimbabwe","2010","95","17","%"
"Zimbabwe","2009","60","17","%"
"Zimbabwe","2008","50","17","%"
"Zimbabwe","2007","50","17","%"
"Zimbabwe","2006","50","17","%"
"Zimbabwe","2005","55","17","%"
"Zimbabwe","2004","60","17","%"
"Zimbabwe","2000","18","","%"
"Zimbabwe","1999","18","","%"
"Zimbabwe","1995","14","","%"

"fnSeqID","Footnote"
"1","The percentage refers to the total for the country. Source: INDEC - National Population, Household and Housing Census 2010."
"2","Except for the rural population of Northern Region (States of Rondônia, Acre, Amazonas, Roraima, Pará e Amapá)."
"3","Projection of Total Population served by Municipal Waste Removal Services. Source: the document: 'CARVALHO, M.L.S. et al,' Plano de Gestão de Resíduos, 2003 (page 43) '."
"4","Data refer to urban population only."
"5","Metropolitan area of Asuncion."
"6","Data refer to the districts of Lima province."
"7","Approximations; data source provide ranges of 50-90% for total, 80-100% for urban, and 40-60% for rural populations."
"8","Data refer to percentage of total population served by waste collection only by Local Authority."
"9","Picked -up once per week, Picked -up twice per week, Brought to Dumping Place, Put in a container, Dumped Somewhere else, Different Combinations, Other."
"10","The total population all 10 districts."
"11","Unit: thousand cubic meters."
"12","The figures cover a large part of the capital city (district Paramaribo),the second largest district of Wanica and Commewijne."
"13","Data are collected through the regular annual survey on municipal waste. The source of data are municipal enterprises that collected municipal waste.  For areas not covered by a municipal waste collection system, the amount of waste generated is estimated. The methodology is fully compiled  with EU Regulation 2150/2002."
"14","Data are from Trinidad and Tobago Solid Waste Management Company Limited (SWMCOL).  The landfills managed by SWMCOL collect 85% of solid waste."
"15","In Tunisia, urban areas are considered to be communal areas, that is to say served by municipal services, so the coverage rate for municipal waste removal services is estimated to be equal to the rate of urbanization."
"16","Estimated percentage (equals to two third of the urban population to total resident population)."
"17","Data refer to city of Harare."
