"Country or Area","Year","Value","Value Footnotes","Unit"
"Belarus","2011","943195.6875","4","tonnes"
"Belarus","2010","918200","4","tonnes"
"Belarus","2009","760486.625","4","tonnes"
"Belarus","2008","522111.03125","4","tonnes"
"Belarus","2007","321728.625","4","tonnes"
"Belarus","2006","238833.59375","4","tonnes"
"Belarus","2005","192036.640625","4","tonnes"
"Belarus","2004","154.199996948242","","tonnes"
"Belarus","2003","123915","","tonnes"
"Belarus","2002","116854","","tonnes"
"Belarus","2001","99110","","tonnes"
"Belarus","2000","73043","","tonnes"
"Belarus","1995","90300","","tonnes"
"Belgium","2014","2946195","","tonnes"
"Belgium","2012","2962042","","tonnes"
"Belgium","2010","4767299","","tonnes"
"Belgium","2008","5918821","","tonnes"
"Belgium","2006","4039064","5","tonnes"
"Belgium","2004","5197467","","tonnes"
"Belize","2000","775","6","tonnes"
"Belize","1999","691","6","tonnes"
"Benin","2002","1698","7","tonnes"
"Bermuda","2015","601.5","8","tonnes"
"Bermuda","2014","588","","tonnes"
"Bermuda","2013","566","","tonnes"
"Bermuda","2012","570","","tonnes"
"Bermuda","2011","590","","tonnes"
"Bermuda","2010","582","","tonnes"
"Bosnia and Herzegovina","2014","8408","9","tonnes"
"Bosnia and Herzegovina","2012","4432","9","tonnes"
"Bosnia and Herzegovina","2010","10320","9","tonnes"
"Bosnia and Herzegovina","2009","9632","","tonnes"
"Bosnia and Herzegovina","2008","10588","","tonnes"
"Bulgaria","2014","12206169","","tonnes"
"Bulgaria","2012","13407042","","tonnes"
"Bulgaria","2010","13553483","","tonnes"
"Bulgaria","2008","13042680","","tonnes"
"Bulgaria","2006","13551499","","tonnes"
"Bulgaria","2004","11897809","","tonnes"
"Burkina Faso","2011","18.2999992370605","","tonnes"
"Burkina Faso","2010","35.7999992370605","","tonnes"
"Burkina Faso","2009","688.5","","tonnes"
"Burkina Faso","2008","654.599975585938","","tonnes"
"Burkina Faso","2007","422.5","","tonnes"
"Burkina Faso","2006","592.900024414063","","tonnes"
"Burkina Faso","2005","365.799987792969","","tonnes"
"Burkina Faso","2004","340.600006103516","","tonnes"
"Cabo Verde","2014","3548.92895507813","10","tonnes"
"Cameroon","2009","8716.599609375","","tonnes"
"Cameroon","2008","9283.2998046875","","tonnes"
"Cameroon","2007","8376.099609375","","tonnes"
"Cameroon","2006","10193.900390625","","tonnes"
"Cameroon","2005","9429.7998046875","","tonnes"
"Cameroon","2004","5785.5","","tonnes"
"China","2015","39761100","","tonnes"
"China","2014","36335200","","tonnes"
"China","2013","31568900","","tonnes"
"China","2012","34652400","","tonnes"
"China","2011","34312200","11","tonnes"
"China","2010","15867500","","tonnes"
"China","2009","14300000","","tonnes"
"China","2008","13570000","","tonnes"
"China","2007","10790000","","tonnes"
"China","2006","10840000","","tonnes"
"China","2005","11620000","","tonnes"
"China","2004","9950000","","tonnes"
"China","2003","11700000","","tonnes"
"China","2002","10010000","","tonnes"
"China","2001","9520000","","tonnes"
"China","2000","8300000","","tonnes"
"China","1999","10150000","","tonnes"
"China","1998","9740000","","tonnes"
"China","1997","10100000","","tonnes"
"China","1996","9930000","","tonnes"
"China, Hong Kong Special Administrative Region","2015","33738","","tonnes"
"China, Hong Kong Special Administrative Region","2014","31838","","tonnes"
"China, Hong Kong Special Administrative Region","2013","32688","","tonnes"
"China, Hong Kong Special Administrative Region","2012","33916","","tonnes"
"China, Hong Kong Special Administrative Region","2011","36151","","tonnes"
"China, Hong Kong Special Administrative Region","2010","40828","","tonnes"
"China, Hong Kong Special Administrative Region","2009","54812","","tonnes"
"China, Hong Kong Special Administrative Region","2008","56865","","tonnes"
"China, Hong Kong Special Administrative Region","2007","60657","","tonnes"
"China, Hong Kong Special Administrative Region","2006","59047","","tonnes"
"China, Hong Kong Special Administrative Region","2005","47133","","tonnes"
"China, Hong Kong Special Administrative Region","2004","47640","","tonnes"
"China, Hong Kong Special Administrative Region","2003","59238","","tonnes"
"China, Hong Kong Special Administrative Region","2002","64131","","tonnes"
"China, Hong Kong Special Administrative Region","2001","77078","","tonnes"
"China, Hong Kong Special Administrative Region","2000","91637","","tonnes"
"China, Hong Kong Special Administrative Region","1999","72140","","tonnes"
"China, Hong Kong Special Administrative Region","1998","61166","","tonnes"
"China, Hong Kong Special Administrative Region","1997","79533","","tonnes"
"China, Hong Kong Special Administrative Region","1996","79405","","tonnes"
"China, Hong Kong Special Administrative Region","1995","97066","","tonnes"
"China, Macao Special Administrative Region","2015","23668","12","tonnes"
"China, Macao Special Administrative Region","2014","20157","12","tonnes"
"China, Macao Special Administrative Region","2013","17252","12","tonnes"
"China, Macao Special Administrative Region","2012","17683","12","tonnes"
"China, Macao Special Administrative Region","2011","17573","12","tonnes"
"China, Macao Special Administrative Region","2010","12419","12","tonnes"
"China, Macao Special Administrative Region","2009","11705","12","tonnes"
"China, Macao Special Administrative Region","2008","8826","12","tonnes"
"China, Macao Special Administrative Region","2007","6369","12","tonnes"
"China, Macao Special Administrative Region","2006","6499","12","tonnes"
"China, Macao Special Administrative Region","2005","5929","12","tonnes"
"China, Macao Special Administrative Region","2004","5870","12","tonnes"
"China, Macao Special Administrative Region","2003","5924","12","tonnes"
"China, Macao Special Administrative Region","2002","5249","12","tonnes"
"China, Macao Special Administrative Region","2001","4545","12","tonnes"
"China, Macao Special Administrative Region","2000","4188","12","tonnes"
"China, Macao Special Administrative Region","1999","3905","12","tonnes"
"China, Macao Special Administrative Region","1998","3854","12","tonnes"
"China, Macao Special Administrative Region","1997","4179","12","tonnes"
"Croatia","2014","130239","","tonnes"
"Croatia","2012","121419","","tonnes"
"Croatia","2010","72553","","tonnes"
"Croatia","2008","221145","","tonnes"
"Croatia","2006","771116","","tonnes"
"Croatia","2004","113298","","tonnes"
"Cuba","2015","302860","","tonnes"
"Cuba","2014","412100","","tonnes"
"Cuba","2013","496570","","tonnes"
"Cuba","2012","565216","","tonnes"
"Cuba","2011","500651","","tonnes"
"Cuba","2010","660756","","tonnes"
"Cuba","2007","1417308","","tonnes"
"Cuba","2006","1253673","","tonnes"
"Cuba","2005","941389","","tonnes"
"Cuba","2004","613836","","tonnes"
"Cyprus","2014","173377","","tonnes"
"Cyprus","2012","31288","","tonnes"
"Cyprus","2008","23786","","tonnes"
"Cyprus","2006","16961","","tonnes"
"Cyprus","2004","111117","","tonnes"
"Czechia","2014","1162342","","tonnes"
"Czechia","2012","1481281","","tonnes"
"Czechia","2010","1362864","","tonnes"
"Czechia","2008","1510496","","tonnes"
"Czechia","2006","1307080","","tonnes"
"Czechia","2004","1446021","","tonnes"
"Denmark","2014","1718394","","tonnes"
"Denmark","2012","1216905","","tonnes"
"Denmark","2010","1224795","","tonnes"
"Denmark","2008","419646","","tonnes"
"Denmark","2006","372892","","tonnes"
"Denmark","2004","319672","","tonnes"
"Dominica","2002","627","","tonnes"
"Ecuador","2008","193812","","tonnes"
"Ecuador","2007","197738","","tonnes"
"Ecuador","2006","146606","","tonnes"
"Ecuador","2005","196844","","tonnes"
"Ecuador","2004","159296","","tonnes"
"Ecuador","2003","125329","","tonnes"
"Ecuador","2002","121523","","tonnes"
"Ecuador","2001","106598","","tonnes"
"Ecuador","2000","85859","","tonnes"
"Estonia","2014","10410321","","tonnes"
"Estonia","2012","9159139","","tonnes"
"Estonia","2010","8961708","","tonnes"
"Estonia","2008","7538297","","tonnes"
"Estonia","2006","6618811","","tonnes"
"Estonia","2004","7333269","","tonnes"
"Finland","2014","1998693","","tonnes"
"Finland","2012","1653942","","tonnes"
"Finland","2010","2559417","","tonnes"
"Finland","2008","2163268","","tonnes"
"Finland","2006","2710948","","tonnes"
"Finland","2004","2153103","","tonnes"
"France","2014","10782969","","tonnes"
"France","2012","11303137","","tonnes"
"France","2010","11538134","","tonnes"
"France","2008","10892900","","tonnes"
"France","2006","8888747","13","tonnes"
"France","2004","8764275","13","tonnes"
"French Guiana","2013","676","","tonnes"
"French Guiana","2012","863","","tonnes"
"French Guiana","2011","673","","tonnes"
"French Guiana","2010","611","","tonnes"
"French Guiana","2009","628","","tonnes"
"French Guiana","2008","532","","tonnes"
"French Guiana","2007","2366","14","tonnes"
"French Guiana","2006","3230","14","tonnes"
"Germany","2014","21812660","","tonnes"
"Germany","2012","21983896","","tonnes"
"Germany","2010","19931452","","tonnes"
"Germany","2008","22323152","","tonnes"
"Germany","2006","21705416","","tonnes"
"Germany","2004","20000026","","tonnes"
"Greece","2014","221041","","tonnes"
"Greece","2012","297370","","tonnes"
"Greece","2010","291773","","tonnes"
"Greece","2008","252955","","tonnes"
"Greece","2006","274954","","tonnes"
"Greece","2004","336075","","tonnes"
"Guadeloupe","2013","11859","","tonnes"
"Guadeloupe","2012","9059","","tonnes"
"Guadeloupe","2011","1983","","tonnes"
"Guadeloupe","2010","7488","","tonnes"
"Guadeloupe","2009","844","","tonnes"
"Guadeloupe","2008","1574","","tonnes"
"Guadeloupe","2007","5738","14","tonnes"
"Guadeloupe","2006","10126","14","tonnes"
"Guatemala","2012","14.1099996566772","","tonnes"
"Guatemala","2011","30.8999996185303","15","tonnes"
"Guatemala","2010","301350","15","tonnes"
"Guatemala","2009","36.4000015258789","15","tonnes"
"Guatemala","2008","1079.30004882813","15","tonnes"
"Guatemala","2007","847","","tonnes"
"Guatemala","2006","822456","","tonnes"
"Guatemala","2005","598960","","tonnes"
"Guatemala","2004","622030","","tonnes"
"Guatemala","2003","648331","","tonnes"
"Guatemala","2002","626895","","tonnes"
"Guatemala","2001","556244","","tonnes"
"Hungary","2014","596554","","tonnes"
"Hungary","2012","700246","","tonnes"
"Hungary","2010","540599","","tonnes"
"Hungary","2008","670613","5","tonnes"
"Hungary","2006","1300126","5","tonnes"
"Hungary","2004","1364493","5","tonnes"
"Iceland","2014","38960","16","tonnes"
"Iceland","2012","16263","","tonnes"
"Iceland","2010","8304","","tonnes"
"Iceland","2008","90484","","tonnes"
"Iceland","2004","8501","","tonnes"
"India","2015","7803517","","tonnes"
"India","2014","7423002","","tonnes"
"India","2012","7900000","","tonnes"
"India","2011","7903628","","tonnes"
"India","2008","6232507","","tonnes"
"India","2006","8140000","","tonnes"
"India","2000","7243750","","tonnes"
"Iraq","2015","20622","","tonnes"
"Iraq","2014","7149.60009765625","","tonnes"
"Iraq","2012","119425","","tonnes"
"Iraq","2010","15546","","tonnes"
"Iraq","2008","2337.80004882813","17","tonnes"
"Ireland","2014","482907","","tonnes"
"Ireland","2012","478706","","tonnes"
"Ireland","2010","1972204","","tonnes"
"Ireland","2008","743418","","tonnes"
"Ireland","2006","708791","5","tonnes"
"Ireland","2004","724345","","tonnes"
"Italy","2014","8923548","","tonnes"
"Italy","2012","8987032","","tonnes"
"Italy","2010","8543415","","tonnes"
"Italy","2008","6878155","","tonnes"
"Italy","2006","7464670","","tonnes"
"Italy","2004","6134449","","tonnes"
"Jamaica","2006","10000","","tonnes"
"Jamaica","2005","10000","","tonnes"
"Jamaica","2004","10000","","tonnes"
"Jamaica","2003","10000","","tonnes"
"Jamaica","2002","10000","","tonnes"
"Jamaica","2001","10000","","tonnes"
"Jamaica","2000","10000","","tonnes"
"Jamaica","1999","10000","","tonnes"
"Jamaica","1998","10000","","tonnes"
"Jamaica","1997","10000","","tonnes"
"Jamaica","1996","10000","","tonnes"
"Jordan","2013","47400","","tonnes"
"Jordan","2011","1230440.625","18,19","tonnes"
"Jordan","2010","61962.1015625","18","tonnes"
"Jordan","2009","108403.3984375","18","tonnes"
"Jordan","2008","1293804.375","18,19","tonnes"
"Jordan","2005","71404.296875","","tonnes"
"Jordan","2004","33431.80078125","","tonnes"
"Jordan","2003","73616.703125","","tonnes"
"Kazakhstan","2015","251565648","","tonnes"
"Kazakhstan","2014","337414784","","tonnes"
"Kazakhstan","2013","382214336","","tonnes"
"Kazakhstan","2012","355952448","","tonnes"
"Kazakhstan","2011","420668288","","tonnes"
"Kazakhstan","2010","303116608","","tonnes"
"Kazakhstan","2009","227555040","","tonnes"
"Kazakhstan","2008","453373056","","tonnes"
"Kazakhstan","2007","261188000","","tonnes"
"Kazakhstan","2006","263971248","","tonnes"
"Kazakhstan","2005","1684318592","","tonnes"
"Kazakhstan","2004","701317632","","tonnes"
"Kyrgyzstan","2015","10498943","","tonnes"
"Kyrgyzstan","2014","10223015","","tonnes"
"Kyrgyzstan","2013","7957259.5","","tonnes"
"Kyrgyzstan","2012","4930215.5","","tonnes"
"Kyrgyzstan","2011","10152943","","tonnes"
"Kyrgyzstan","2010","5806791.5","","tonnes"
"Kyrgyzstan","2009","5683650","","tonnes"
"Kyrgyzstan","2008","5581166","","tonnes"
"Kyrgyzstan","2007","5546316","","tonnes"
"Kyrgyzstan","2006","5827043","","tonnes"
"Kyrgyzstan","2005","6206201","","tonnes"
"Kyrgyzstan","2004","6410924","","tonnes"
"Kyrgyzstan","2003","6421306","","tonnes"
"Kyrgyzstan","2002","6512801","","tonnes"
"Kyrgyzstan","2001","6229596","","tonnes"
"Kyrgyzstan","2000","6304093","","tonnes"
"Kyrgyzstan","1999","6070125","","tonnes"
"Kyrgyzstan","1998","5910375","","tonnes"
"Kyrgyzstan","1997","6270199","","tonnes"
"Kyrgyzstan","1996","627300","","tonnes"
"Kyrgyzstan","1995","472293","","tonnes"
"Latvia","2014","104142","","tonnes"
"Latvia","2012","95114","","tonnes"
"Latvia","2010","67906","","tonnes"
"Latvia","2008","67462","","tonnes"
"Latvia","2006","65333","","tonnes"
"Latvia","2004","16955","","tonnes"
"Lebanon","2002","100492","","tonnes"
"Lebanon","2001","108218","","tonnes"
"Lebanon","1998","3945","20","tonnes"
"Liechtenstein","2015","7795.18115234375","","tonnes"
"Liechtenstein","2013","14330.7490234375","","tonnes"
"Liechtenstein","2011","17465.873046875","","tonnes"
"Liechtenstein","2009","8160.27099609375","","tonnes"
"Liechtenstein","2007","46453.4140625","","tonnes"
"Liechtenstein","2006","10555.609375","","tonnes"
"Lithuania","2014","165477","","tonnes"
"Lithuania","2012","136786","","tonnes"
"Lithuania","2010","105323","","tonnes"
"Lithuania","2008","115719","","tonnes"
"Lithuania","2006","95178","","tonnes"
"Lithuania","2004","89670","","tonnes"
"Luxembourg","2014","237180","","tonnes"
"Luxembourg","2012","315082","","tonnes"
"Luxembourg","2010","380072","","tonnes"
"Luxembourg","2008","199115","","tonnes"
"Luxembourg","2006","233895","","tonnes"
"Luxembourg","2004","123852","","tonnes"
"Madagascar","2007","45957","","tonnes"
"Madagascar","2002","1905","21","tonnes"
"Madagascar","1999","21554","21","tonnes"
"Malaysia","2015","2918478.25","","tonnes"
"Malaysia","2014","2354674.25","","tonnes"
"Malaysia","2013","2965611.75","","tonnes"
"Malaysia","2012","2854516.75","","tonnes"
"Malaysia","2011","3281569.25","","tonnes"
"Malaysia","2010","3087496.75","","tonnes"
"Malaysia","2009","1705308.125","","tonnes"
"Malaysia","2008","1304898.75","","tonnes"
"Malaysia","2007","1138839.5","","tonnes"
"Malaysia","2006","1103457","","tonnes"
"Malaysia","2005","548916.125","","tonnes"
"Malaysia","2004","469584.0625","","tonnes"
"Malaysia","2003","460865.75","","tonnes"
"Malaysia","2002","460866","","tonnes"
"Malaysia","2001","420198","","tonnes"
"Malaysia","2000","344550.34375","","tonnes"
"Malaysia","1999","378610.75","","tonnes"
"Malta","2014","36654","","tonnes"
"Malta","2012","37987","","tonnes"
"Malta","2010","24856","","tonnes"
"Malta","2008","55267","5","tonnes"
"Malta","2006","51012","5","tonnes"
"Malta","2004","44105","5","tonnes"
"Martinique","2013","3507","","tonnes"
"Martinique","2012","4707","","tonnes"
"Martinique","2011","1536","","tonnes"
"Martinique","2010","14955","","tonnes"
"Martinique","2009","3476","","tonnes"
"Martinique","2008","3443","","tonnes"
"Martinique","2007","4720","14","tonnes"
"Martinique","2006","10181","14","tonnes"
"Mauritius","2015","9014.515625","","tonnes"
"Mauritius","2014","8751.9560546875","","tonnes"
"Mauritius","2013","8497.044921875","","tonnes"
"Mauritius","2012","8249.55859375","","tonnes"
"Mauritius","2011","8009.27978515625","","tonnes"
"Mauritius","2010","7776","","tonnes"
"Mauritius","2009","7549","","tonnes"
"Mauritius","2008","7330","","tonnes"
"Mauritius","2007","7116","","tonnes"
"Mauritius","2003","900","","tonnes"
"Monaco","2015","312.070007324219","","tonnes"
"Monaco","2014","304.5","","tonnes"
"Monaco","2013","301.399993896484","","tonnes"
"Monaco","2009","400.886993408203","","tonnes"
"Monaco","2008","681.599975585938","","tonnes"
"Monaco","2007","583.633972167969","","tonnes"
"Monaco","2006","456.486999511719","","tonnes"
"Monaco","2005","459.209991455078","","tonnes"
"Monaco","2004","642.179992675781","","tonnes"
"Monaco","2003","794.179992675781","","tonnes"
"Monaco","2002","568.013977050781","","tonnes"
"Monaco","2001","348.975006103516","","tonnes"
"Monaco","2000","304.964996337891","","tonnes"
"Monaco","1999","341.928985595703","","tonnes"
"Monaco","1998","284.322998046875","","tonnes"
"Monaco","1997","263","","tonnes"
"Monaco","1996","328.244995117188","","tonnes"
"Monaco","1995","328.049987792969","","tonnes"
"Morocco","2013","289284","","tonnes"
"Morocco","2008","256045","","tonnes"
"Morocco","2000","119000","","tonnes"
"Netherlands","2014","4830495","","tonnes"
"Netherlands","2012","4859942","","tonnes"
"Netherlands","2010","4485047","","tonnes"
"Netherlands","2008","4453991","","tonnes"
"Netherlands","2006","5135703","","tonnes"
"Netherlands","2004","2136411","","tonnes"
"Niger","2005","554000","","tonnes"
"Niger","2004","503000","","tonnes"
"Norway","2014","1368049","","tonnes"
"Norway","2012","1357124","","tonnes"
"Norway","2010","1763033","","tonnes"
"Norway","2008","1447674","","tonnes"
"Norway","2006","1217807","","tonnes"
"Norway","2004","669983","","tonnes"
"Panama","2011","3094.69995117188","22","tonnes"
"Panama","2010","3037.10009765625","22","tonnes"
"Panama","2009","2338.30004882813","22","tonnes"
"Panama","2008","1682.91003417969","22","tonnes"
"Panama","2007","1181.86999511719","22","tonnes"
"Panama","2006","1775.17004394531","22","tonnes"
"Panama","2005","1547.10998535156","22","tonnes"
"Panama","2004","1509.92004394531","22","tonnes"
"Panama","2003","1689.53002929688","22","tonnes"
"Panama","2002","1363.67004394531","22","tonnes"
"Panama","2001","763.570007324219","22","tonnes"
"Panama","2000","281.410003662109","22","tonnes"
"Panama","1999","290.5","","tonnes"
"Panama","1995","217.933242797852","","tonnes"
"Panama","1990","173.172698974609","","tonnes"
"Philippines","2015","2988145.75","","tonnes"
"Philippines","2014","1712505.375","","tonnes"
"Philippines","2013","8948140","","tonnes"
"Philippines","2012","678811","","tonnes"
"Philippines","2011","4979340","","tonnes"
"Philippines","2010","1346506","","tonnes"
"Philippines","2009","1900651","","tonnes"
"Philippines","2008","164939280","","tonnes"
"Philippines","2007","1130247","","tonnes"
"Philippines","2006","11786053","","tonnes"
"Philippines","2005","1670180","","tonnes"
"Philippines","2004","707407","","tonnes"
"Philippines","2003","2265277","","tonnes"
"Philippines","2000","278393","23","tonnes"
"Poland","2014","1681037","","tonnes"
"Poland","2012","1737024","","tonnes"
"Poland","2010","1491845","","tonnes"
"Poland","2008","1468317","","tonnes"
"Poland","2006","2380676","","tonnes"
"Poland","2004","1612213","","tonnes"
"Portugal","2014","461629","","tonnes"
"Portugal","2012","544963","","tonnes"
"Portugal","2010","666529","","tonnes"
"Portugal","2008","564884","","tonnes"
"Portugal","2006","6063104","5","tonnes"
"Portugal","2004","2263203","5","tonnes"
"Republic of Moldova","2015","7261","","tonnes"
"Republic of Moldova","2014","1263","","tonnes"
"Republic of Moldova","2013","4160","","tonnes"
"Republic of Moldova","2012","3881","","tonnes"
"Republic of Moldova","2011","3106","","tonnes"
"Republic of Moldova","2010","899","","tonnes"
"Republic of Moldova","2009","1690","","tonnes"
"Republic of Moldova","2008","1475","","tonnes"
"Republic of Moldova","2007","2592","","tonnes"
"Republic of Moldova","2006","1706","","tonnes"
"Republic of Moldova","2005","1737","","tonnes"
"Republic of Moldova","2004","1929","","tonnes"
"Republic of Moldova","2003","3592","","tonnes"
"Republic of Moldova","2002","2287","","tonnes"
"Republic of Moldova","2001","2286","","tonnes"
"Republic of Moldova","2000","2906","","tonnes"
"Republic of Moldova","1999","1752","","tonnes"
"Republic of Moldova","1998","1737","","tonnes"
"Republic of Moldova","1997","3301","","tonnes"
"Republic of Moldova","1996","3383","","tonnes"
"Republic of Moldova","1995","2875","","tonnes"
"Republic of Moldova","1990","192833","","tonnes"
"Réunion","2013","8352","","tonnes"
"Réunion","2012","7804","","tonnes"
"Réunion","2011","124344","","tonnes"
"Réunion","2010","94901","","tonnes"
"Réunion","2009","1072","","tonnes"
"Réunion","2008","1112","","tonnes"
"Réunion","2007","1008","14","tonnes"
"Réunion","2006","7888","14","tonnes"
"Réunion","2000","9786","","tonnes"
"Réunion","1997","7760","","tonnes"
"Romania","2014","590307","","tonnes"
"Romania","2012","689251","","tonnes"
"Romania","2010","695689","","tonnes"
"Romania","2008","530753","","tonnes"
"Romania","2006","1054266","","tonnes"
"Romania","2004","2293510","13","tonnes"
"Russian Federation","2013","116666024","","tonnes"
"Russian Federation","2012","113665008","","tonnes"
"Russian Federation","2011","120162208","","tonnes"
"Russian Federation","2010","114366608","","tonnes"
"Russian Federation","2009","141019088","","tonnes"
"Russian Federation","2008","122882672","","tonnes"
"Russian Federation","2007","287652768","","tonnes"
"Russian Federation","2006","140010528","","tonnes"
"Russian Federation","2005","142496720","","tonnes"
"Russian Federation","2004","142766480","","tonnes"
"Russian Federation","2003","287272416","","tonnes"
"Russian Federation","2002","210637952","","tonnes"
"Saint Lucia","2015","2732","","tonnes"
"Saint Lucia","2014","2640","","tonnes"
"Saint Lucia","2013","1720","","tonnes"
"Saint Lucia","2012","63","","tonnes"
"Saint Lucia","2011","70","","tonnes"
"Saint Lucia","2010","146","","tonnes"
"Saint Lucia","2009","175","","tonnes"
"Saint Lucia","2008","64","","tonnes"
"Saint Lucia","2007","90","","tonnes"
"Saint Lucia","2006","115","","tonnes"
"Saint Lucia","2005","48","","tonnes"
"Saint Lucia","2004","173","","tonnes"
"Saint Vincent and the Grenadines","2002","0.150000005960464","","tonnes"
"Saudi Arabia","2016","559334.3125","24","tonnes"
"Senegal","1999","81957","","tonnes"
"Serbia","2015","16571268","","tonnes"
"Serbia","2014","13465966","","tonnes"
"Serbia","2013","16762223","","tonnes"
"Serbia","2012","14446624","","tonnes"
"Serbia","2011","12796202","","tonnes"
"Serbia","2010","11161235","","tonnes"
"Serbia","2009","10026534","","tonnes"
"Serbia","2008","8327685","","tonnes"
"Singapore","2015","446870","25","tonnes"
"Singapore","2014","411180","25","tonnes"
"Singapore","2013","332800","25","tonnes"
"Singapore","2012","280500","25","tonnes"
"Singapore","2011","432600","25","tonnes"
"Singapore","2010","434000","25","tonnes"
"Singapore","2009","356000","25","tonnes"
"Singapore","2008","472000","25","tonnes"
"Singapore","2007","491000","25","tonnes"
"Singapore","2006","413000","25","tonnes"
"Singapore","2005","339000","25","tonnes"
"Singapore","2004","278000","25","tonnes"
"Singapore","2003","217039","25","tonnes"
"Singapore","2002","194019","25","tonnes"
"Singapore","2001","203872","25","tonnes"
"Singapore","2000","121500","25","tonnes"
"Singapore","1999","118380","25,26","tonnes"
"Singapore","1998","77428","25,26","tonnes"
"Singapore","1997","65820","25,26","tonnes"
"Singapore","1996","63870","25,26","tonnes"
"Singapore","1995","64880","25,26","tonnes"
"Slovakia","2014","371214","","tonnes"
"Slovakia","2012","370223","","tonnes"
"Slovakia","2010","415479","","tonnes"
"Slovakia","2008","527205","","tonnes"
"Slovakia","2006","532941","","tonnes"
"Slovakia","2004","422274","","tonnes"
"Slovenia","2014","155229","","tonnes"
"Slovenia","2012","133334","","tonnes"
"Slovenia","2010","117180","","tonnes"
"Slovenia","2008","152744","","tonnes"
"Slovenia","2006","116405","","tonnes"
"Slovenia","2004","107906","","tonnes"
"South Africa","2011","1319096","","tonnes"
"Spain","2014","2984518","","tonnes"
"Spain","2012","3113947","","tonnes"
"Spain","2010","2991152","","tonnes"
"Spain","2008","3648602","","tonnes"
"Spain","2006","4028246","","tonnes"
"Spain","2004","3116013","","tonnes"
"Sri Lanka","1996","40600","","tonnes"
"State of Palestine","2014","4572","27","tonnes"
"State of Palestine","2012","4512","27","tonnes"
"State of Palestine","2010","4080","27","tonnes"
"State of Palestine","2009","14422.7998046875","27","tonnes"
"State of Palestine","2008","11886","27","tonnes"
"State of Palestine","2007","8466","27,28","tonnes"
"State of Palestine","2006","5113.2001953125","27","tonnes"
"State of Palestine","2005","5674.7998046875","27","tonnes"
"State of Palestine","2004","4570.7998046875","27","tonnes"
"State of Palestine","2003","6151.2001953125","27","tonnes"
"State of Palestine","2000","5016","29","tonnes"
"Suriname","2015","6.55000019073486","30,31","tonnes"
"Suriname","2014","7.1399998664856","30,31","tonnes"
